go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:0007166	19	GO:0090101	0.645	4.1249387366083	31	cell surface receptor signaling pathway	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0031325	18	GO:0033120	0.571	4.02227639471115	0	positive regulation of cellular metabolic process	positive regulation of RNA splicing
GO:0032940	24	GO:0006839	0.433	4	3	secretion by cell	mitochondrial transport
GO:0009889	18	GO:0033120	0.369	4	0	regulation of biosynthetic process	positive regulation of RNA splicing
GO:0031326	18	GO:0033120	0.405	3.92081875395238	0	regulation of cellular biosynthetic process	positive regulation of RNA splicing
GO:0010941	8	GO:1902236	0.62	3.82390874094432	6	regulation of cell death	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0030182	44	GO:0030182	0.966	3.82390874094432	46	neuron differentiation	neuron differentiation
GO:0043604	40	GO:0002181	0.777	3.82390874094432	0	amide biosynthetic process	cytoplasmic translation
GO:0045595	37	GO:0045666	0.761	3.79588001734407	9	regulation of cell differentiation	positive regulation of neuron differentiation
GO:0012501	8	GO:1902236	0.58	3.79588001734407	18	programmed cell death	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0010033	4	GO:0010803	0.631	3.79588001734407	1	response to organic substance	regulation of tumor necrosis factor-mediated signaling pathway
GO:0040007	22	GO:0030308	0.718	3.76955107862173	0	growth	negative regulation of cell growth
GO:0044260	28	GO:0016567	0.45	3.76955107862173	0	cellular macromolecule metabolic process	protein ubiquitination
GO:0010628	18	GO:0033120	0.738	3.72124639904717	69	positive regulation of gene expression	positive regulation of RNA splicing
GO:0051254	18	GO:0033120	0.637	3.69897000433602	0	positive regulation of RNA metabolic process	positive regulation of RNA splicing
GO:0046903	24	GO:0006839	0.435	3.69897000433602	0	secretion	mitochondrial transport
GO:0000956	21	GO:2000060	0.626	3.60205999132796	11	nuclear-transcribed mRNA catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:1901566	35	GO:0044271	0.697	3.50863830616573	0	organonitrogen compound biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0022008	44	GO:0030182	0.927	3.42021640338319	17	neurogenesis	neuron differentiation
GO:0010604	18	GO:0033120	0.569	3.42021640338319	0	positive regulation of macromolecule metabolic process	positive regulation of RNA splicing
GO:0019222	18	GO:0033120	0.386	3.4089353929735	2	regulation of metabolic process	positive regulation of RNA splicing
GO:0048699	44	GO:0030182	0.939	3.38721614328026	4	generation of neurons	neuron differentiation
GO:0044419	45	GO:0044419	0.979	3.35654732351381	0	biological process involved in interspecies interaction between organisms	biological process involved in interspecies interaction between organisms
GO:0016192	24	GO:0006839	0.483	3.31875876262441	157	vesicle-mediated transport	mitochondrial transport
GO:0009893	18	GO:0033120	0.556	3.05060999335509	0	positive regulation of metabolic process	positive regulation of RNA splicing
GO:0043603	40	GO:0002181	0.754	3.04575749056068	0	cellular amide metabolic process	cytoplasmic translation
GO:0022414	46	GO:0022414	0.938	3	2	reproductive process	reproductive process
GO:0002376	14	GO:0062207	0.494	2.97469413473523	7	immune system process	regulation of pattern recognition receptor signaling pathway
GO:0051179	24	GO:0006839	0.482	2.96657624451305	0	localization	mitochondrial transport
GO:0051171	18	GO:0033120	0.43	2.93930215964639	0	regulation of nitrogen compound metabolic process	positive regulation of RNA splicing
GO:0072657	12	GO:0006626	0.691	2.91364016932525	9	protein localization to membrane	protein targeting to mitochondrion
GO:0044281	30	GO:0009126	0.606	2.80687540164554	0	small molecule metabolic process	purine nucleoside monophosphate metabolic process
GO:0006807	28	GO:0016567	0.359	2.79588001734407	4	nitrogen compound metabolic process	protein ubiquitination
GO:0070887	4	GO:0010803	0.652	2.75696195131371	0	cellular response to chemical stimulus	regulation of tumor necrosis factor-mediated signaling pathway
GO:0000003	46	GO:0022414	0.916	2.71219827006977	4	reproduction	reproductive process
GO:0022607	17	GO:0032273	0.615	2.67162039656126	0	cellular component assembly	positive regulation of protein polymerization
GO:0048468	44	GO:0030182	0.705	2.63078414258986	4	cell development	neuron differentiation
GO:0007165	19	GO:0090101	0.504	2.60032627851896	128	signal transduction	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0044085	17	GO:0032273	0.592	2.5654310959658	0	cellular component biogenesis	positive regulation of protein polymerization
GO:0036211	28	GO:0016567	0.741	2.56383735295924	0	protein modification process	protein ubiquitination
GO:0006464	28	GO:0016567	0.741	2.56383735295924	13	cellular protein modification process	protein ubiquitination
GO:0008219	8	GO:1902236	0.564	2.5543957967264	22	cell death	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0048523	34	GO:0000122	0.699	2.48017200622428	0	negative regulation of cellular process	negative regulation of transcription by RNA polymerase II
GO:0080090	18	GO:0033120	0.429	2.47886191629596	1	regulation of primary metabolic process	positive regulation of RNA splicing
GO:0051668	12	GO:0006626	0.513	2.46980030179692	0	localization within membrane	protein targeting to mitochondrion
GO:0051704	25	GO:0007338	0.587	2.44977164694491	0	multi-organism process	single fertilization
GO:0009966	32	GO:0030522	0.43	2.41793663708829	13	regulation of signal transduction	intracellular receptor signaling pathway
GO:0051338	3	GO:1902380	0.565	2.41566877563247	0	regulation of transferase activity	positive regulation of endoribonuclease activity
GO:0023052	19	GO:0090101	0.471	2.37161106994969	1	signaling	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0009605	26	GO:0045089	0.607	2.36754270781528	0	response to external stimulus	positive regulation of innate immune response
GO:0043170	28	GO:0016567	0.365	2.29157909986529	0	macromolecule metabolic process	protein ubiquitination
GO:0007154	32	GO:0030522	0.43	2.26280735729526	3	cell communication	intracellular receptor signaling pathway
GO:0043412	28	GO:0016567	0.726	2.2572748686953	0	macromolecule modification	protein ubiquitination
GO:0065008	2	GO:1902110	0.472	2.25026368443094	0	regulation of biological quality	positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:0044238	28	GO:0016567	0.34	2.24718356881173	0	primary metabolic process	protein ubiquitination
GO:0071840	11	GO:0010822	0.343	2.12784372725171	0	cellular component organization or biogenesis	positive regulation of mitochondrion organization
GO:0051239	39	GO:0051962	0.792	2.11690664142431	0	regulation of multicellular organismal process	positive regulation of nervous system development
GO:0031323	18	GO:0033120	0.416	2.0670191780768	2	regulation of cellular metabolic process	positive regulation of RNA splicing
