go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:0051338	1	GO:1902380	0.559	3.52287874528034	0	regulation of transferase activity	positive regulation of endoribonuclease activity
GO:0009894	11	GO:0006402	0.6	3.48148606012211	0	regulation of catabolic process	mRNA catabolic process
GO:0051050	7	GO:1903955	0.68	3.48148606012211	0	positive regulation of transport	positive regulation of protein targeting to mitochondrion
GO:0006796	39	GO:0009259	0.77	3.45593195564972	1	phosphate-containing compound metabolic process	ribonucleotide metabolic process
GO:0006793	39	GO:0009259	0.768	3.43179827593301	0	phosphorus metabolic process	ribonucleotide metabolic process
GO:0010941	12	GO:1902236	0.611	3.42021640338319	7	regulation of cell death	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0031324	28	GO:0010629	0.821	3.35654732351381	0	negative regulation of cellular metabolic process	negative regulation of gene expression
GO:0051254	26	GO:0032436	0.674	3.31875876262441	0	positive regulation of RNA metabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0006952	13	GO:0043618	0.424	3.31875876262441	25	defense response	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0019953	27	GO:0007338	0.581	3.30102999566398	234	sexual reproduction	single fertilization
GO:0045595	36	GO:0045666	0.757	3.25963731050576	9	regulation of cell differentiation	positive regulation of neuron differentiation
GO:0051246	26	GO:0032436	0.741	3.25963731050576	0	regulation of protein metabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0035556	37	GO:0030522	0.419	3.25963731050576	104	intracellular signal transduction	intracellular receptor signaling pathway
GO:0009893	26	GO:0032436	0.673	3.18708664335714	0	positive regulation of metabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0042592	4	GO:1901029	0.439	3.18045606445813	2	homeostatic process	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
GO:0032879	7	GO:1903955	0.578	3.14266750356873	8	regulation of localization	positive regulation of protein targeting to mitochondrion
GO:0045055	33	GO:0015833	0.331	3.14266750356873	2	regulated exocytosis	peptide transport
GO:1901564	15	GO:0002181	0.483	3.1249387366083	0	organonitrogen compound metabolic process	cytoplasmic translation
GO:0042254	21	GO:0032273	0.46	3.09151498112135	15	ribosome biogenesis	positive regulation of protein polymerization
GO:0023057	37	GO:0030522	0.372	3.08618614761628	0	negative regulation of signaling	intracellular receptor signaling pathway
GO:0010648	19	GO:0090101	0.758	3.08618614761628	0	negative regulation of cell communication	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0030182	47	GO:0030182	0.966	3.06550154875643	46	neuron differentiation	neuron differentiation
GO:0040029	26	GO:0032436	0.365	3.06048074738138	3	epigenetic regulation of gene expression	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0002252	20	GO:0062207	0.477	3.03151705144606	0	immune effector process	regulation of pattern recognition receptor signaling pathway
GO:0030163	11	GO:0006402	0.769	2.98716277529483	10	protein catabolic process	mRNA catabolic process
GO:0051707	32	GO:0045089	0.713	2.89962945488244	0	response to other organism	positive regulation of innate immune response
GO:0043207	32	GO:0045089	0.713	2.89962945488244	0	response to external biotic stimulus	positive regulation of innate immune response
GO:0009168	34	GO:0009205	0.685	2.88941028970075	0	purine ribonucleoside monophosphate biosynthetic process	purine ribonucleoside triphosphate metabolic process
GO:0009127	34	GO:0009205	0.685	2.88941028970075	0	purine nucleoside monophosphate biosynthetic process	purine ribonucleoside triphosphate metabolic process
GO:0006955	20	GO:0062207	0.571	2.88941028970075	39	immune response	regulation of pattern recognition receptor signaling pathway
GO:0009968	37	GO:0030522	0.402	2.87614835903291	3	negative regulation of signal transduction	intracellular receptor signaling pathway
GO:0009607	32	GO:0045089	0.712	2.87614835903291	0	response to biotic stimulus	positive regulation of innate immune response
GO:0009206	34	GO:0009205	0.942	2.86646109162978	0	purine ribonucleoside triphosphate biosynthetic process	purine ribonucleoside triphosphate metabolic process
GO:0048585	32	GO:0045089	0.555	2.85387196432176	0	negative regulation of response to stimulus	positive regulation of innate immune response
GO:0140352	33	GO:0015833	0.368	2.83268266525182	0	export from cell	peptide transport
GO:0009145	34	GO:0009205	0.941	2.82973828460504	0	purine nucleoside triphosphate biosynthetic process	purine ribonucleoside triphosphate metabolic process
GO:0009201	34	GO:0009205	0.941	2.79317412396815	0	ribonucleoside triphosphate biosynthetic process	purine ribonucleoside triphosphate metabolic process
GO:0010647	19	GO:0090101	0.581	2.77989191195995	0	positive regulation of cell communication	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0040007	23	GO:0030308	0.713	2.76447155309245	0	growth	negative regulation of cell growth
GO:0009142	34	GO:0009205	0.934	2.75696195131371	4	nucleoside triphosphate biosynthetic process	purine ribonucleoside triphosphate metabolic process
GO:0040008	23	GO:0030308	0.755	2.74957999769111	24	regulation of growth	negative regulation of cell growth
GO:0023056	37	GO:0030522	0.373	2.74714696902011	0	positive regulation of signaling	intracellular receptor signaling pathway
GO:0044703	27	GO:0007338	0.374	2.74714696902011	0	multi-organism reproductive process	single fertilization
GO:0022008	47	GO:0030182	0.926	2.73048705578208	17	neurogenesis	neuron differentiation
GO:0009156	34	GO:0009205	0.7	2.72584215073632	1	ribonucleoside monophosphate biosynthetic process	purine ribonucleoside triphosphate metabolic process
GO:0007166	19	GO:0090101	0.655	2.71669877129645	31	cell surface receptor signaling pathway	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0009124	34	GO:0009205	0.709	2.68613277963085	0	nucleoside monophosphate biosynthetic process	purine ribonucleoside triphosphate metabolic process
GO:0034504	8	GO:0072594	0.854	2.66958622665081	4	protein localization to nucleus	establishment of protein localization to organelle
GO:0048699	47	GO:0030182	0.944	2.64975198166584	5	generation of neurons	neuron differentiation
GO:0051128	16	GO:0010822	0.654	2.64206515299955	0	regulation of cellular component organization	positive regulation of mitochondrion organization
GO:0051171	26	GO:0032436	0.528	2.63827216398241	0	regulation of nitrogen compound metabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0000027	21	GO:0032273	0.539	2.61798295742513	16	ribosomal large subunit assembly	positive regulation of protein polymerization
GO:0006950	13	GO:0043618	0.459	2.61439372640169	0	response to stress	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0006937	40	GO:0051962	0.559	2.61083391563547	4	regulation of muscle contraction	positive regulation of nervous system development
GO:0043170	38	GO:0010467	0.645	2.60205999132796	0	macromolecule metabolic process	gene expression
GO:0006887	33	GO:0015833	0.345	2.54211810326601	33	exocytosis	peptide transport
GO:0008219	12	GO:1902236	0.558	2.49620931694282	22	cell death	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0008283	41	GO:0008285	0.852	2.49214412830417	6	cell population proliferation	negative regulation of cell population proliferation
GO:0048584	32	GO:0045089	0.726	2.45967052520913	0	positive regulation of response to stimulus	positive regulation of innate immune response
GO:0080090	26	GO:0032436	0.526	2.40340290437354	0	regulation of primary metabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0000028	21	GO:0032273	0.546	2.36754270781528	17	ribosomal small subunit assembly	positive regulation of protein polymerization
GO:0006754	34	GO:0009205	0.934	2.35654732351381	2	ATP biosynthetic process	purine ribonucleoside triphosphate metabolic process
GO:0007399	47	GO:0030182	0.861	2.34486156518862	93	nervous system development	neuron differentiation
GO:0044085	21	GO:0032273	0.547	2.32790214206428	0	cellular component biogenesis	positive regulation of protein polymerization
GO:1900180	7	GO:1903955	0.633	2.31966448658544	1	regulation of protein localization to nucleus	positive regulation of protein targeting to mitochondrion
GO:0071840	22	GO:0000723	0.37	2.27654432796481	0	cellular component organization or biogenesis	telomere maintenance
GO:0032940	33	GO:0015833	0.367	2.23957751657679	3	secretion by cell	peptide transport
GO:0009987	48	GO:0009987	0.357	2.21467016498923	2	cellular process	cellular process
GO:0048468	47	GO:0030182	0.706	2.18111458540599	5	cell development	neuron differentiation
GO:0042273	21	GO:0032273	0.408	2.14752000636314	19	ribosomal large subunit biogenesis	positive regulation of protein polymerization
GO:0050789	28	GO:0010629	0.374	2.1266793981846	0	regulation of biological process	negative regulation of gene expression
GO:0016043	22	GO:0000723	0.379	2.11690664142431	0	cellular component organization	telomere maintenance
GO:0051347	1	GO:1902380	0.614	2.08990945440593	0	positive regulation of transferase activity	positive regulation of endoribonuclease activity
GO:0022607	21	GO:0032273	0.569	2.06248210798265	0	cellular component assembly	positive regulation of protein polymerization
GO:0048523	28	GO:0010629	0.707	2.0584885673656	0	negative regulation of cellular process	negative regulation of gene expression
GO:0051239	40	GO:0051962	0.792	2.04479346245806	0	regulation of multicellular organismal process	positive regulation of nervous system development
GO:0022618	21	GO:0032273	0.623	2.02548830726267	5	ribonucleoprotein complex assembly	positive regulation of protein polymerization
